strong_symbolic_sample_id,strong_symbolic_profile,strong_symbolic_profile_id,strong_symbolic_snr_db,strong_symbolic_decoder,strong_symbolic_true_error_weight,strong_symbolic_decoder_success,strong_symbolic_block_error,strong_symbolic_bit_errors,strong_symbolic_queries,strong_symbolic_primary_queries,strong_symbolic_fallback_queries,strong_symbolic_elapsed_ms,strong_symbolic_primary_elapsed_ms,strong_symbolic_fallback_elapsed_ms,strong_symbolic_fallback_used,strong_symbolic_candidate_pool_size,strong_symbolic_oracle_pool_hit,strong_symbolic_predicted_weight_top,strong_symbolic_confidence_prob,strong_symbolic_predicted_overflow_prob,strong_symbolic_stage,strong_symbolic_gate_reason,strong_symbolic_search_mode,strong_symbolic_policy_action,strong_symbolic_allowed_weights_json,strong_symbolic_top_segment_ids_json,strong_symbolic_pool_positions_top10_json,strong_symbolic_predicted_weight_distribution_json,strong_symbolic_primary_budget,strong_symbolic_primary_max_weight,strong_symbolic_fallback_budget,strong_symbolic_fallback_pool_size,strong_symbolic_fallback_max_weight,strong_symbolic_ai_success,strong_symbolic_fallback_success,strong_symbolic_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,strong_symbolic_better_block_error
13,A,0,2.0,strong_symbolic,7,0,1,7,3999,3999,0,194.450912065804,194.450912065804,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[76, 58, 109, 66, 73, 20, 127, 74, 75, 80]",[],0,0,0,0,0,0,0,0,13,A,0,2.0,nsgrand,7,0,1,7,0,0,0,1.7784361261874437,1.7784361261874437,0.0,0,0,-1,5,0.0179167240858078,0.9956550598144531,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,13,A,2.0,7,strong_symbolic,nsgrand,-3999,-192.67247593961656,0,0,0
14,A,0,2.0,strong_symbolic,3,0,1,3,3999,3999,0,192.2626201994717,192.2626201994717,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[104, 12, 32, 120, 39, 97, 30, 37, 9, 2]",[],0,0,0,0,0,0,0,0,14,A,0,2.0,nsgrand,3,1,0,0,1,1,0,11.135302018374205,0.024549895897507668,0.0,0,18,1,3,0.34687525033950806,0.02760087512433529,ai,ai_success,standard,ai_search,"[3, 4]","[0, 1, 2]","[9, 120, 115, 104, 97, 12, 88, 126, 91, 26]","[2.1062860469100997e-05, 2.1374728021328337e-05, 0.012157897464931011, 0.6855416893959045, 0.27465716004371643, 0.02760087512433529]",1200,4,0,0,0,1,0,0,14,A,2.0,3,strong_symbolic,nsgrand,-3998,-181.1273181810975,-1,1,0
15,A,0,2.0,strong_symbolic,3,0,1,3,3999,3999,0,188.60721890814602,188.60721890814602,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[75, 73, 81, 119, 3, 32, 23, 33, 91, 63]",[],0,0,0,0,0,0,0,0,15,A,0,2.0,nsgrand,3,1,1,4,40,40,0,4.31135599501431,0.3677979111671448,0.0,0,18,1,3,0.23783187568187714,0.021347686648368835,ai,ai_success,standard,ai_search,"[2, 3]","[0, 1, 2]","[32, 82, 17, 75, 81, 119, 73, 91, 88, 122]","[1.4969156836741604e-05, 0.0004070310096722096, 0.4032817780971527, 0.5178487300872803, 0.05709982290863991, 0.021347686648368835]",1200,4,0,0,0,1,0,0,15,A,2.0,3,strong_symbolic,nsgrand,-3959,-184.2958629131317,0,0,0
16,A,0,2.0,strong_symbolic,8,0,1,8,3999,3999,0,187.4275989830494,187.4275989830494,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[67, 76, 73, 113, 83, 85, 75, 74, 68, 79]",[],0,0,0,0,0,0,0,0,16,A,0,2.0,nsgrand,8,0,1,8,0,0,0,1.4617289416491985,1.4617289416491985,0.0,0,0,-1,5,0.0032212960068136454,0.9975625276565552,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,16,A,2.0,8,strong_symbolic,nsgrand,-3999,-185.9658700414002,0,0,0
17,A,0,2.0,strong_symbolic,3,0,1,3,3999,3999,0,185.12307689525187,185.12307689525187,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[81, 76, 30, 24, 100, 123, 20, 33, 46, 37]",[],0,0,0,0,0,0,0,0,17,A,0,2.0,nsgrand,3,0,1,3,2652,153,2499,56.82815099135041,1.3442989438772202,53.04732103832066,1,18,1,2,0.4544195234775543,0.006299750879406929,fallback_fail,postsearch_exhausted,standard,postsearch_fallback,[2],"[0, 1, 2]","[33, 79, 72, 81, 32, 76, 100, 123, 104, 96]","[1.435165358998347e-05, 0.009531114250421524, 0.9390845894813538, 0.04109606146812439, 0.003974155988544226, 0.006299750879406929]",1200,4,2500,24,4,0,0,0,17,A,2.0,3,strong_symbolic,nsgrand,-1347,-128.29492590390146,0,0,0
18,A,0,2.0,strong_symbolic,10,0,1,10,3999,3999,0,184.70956990495324,184.70956990495324,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[102, 39, 20, 37, 0, 57, 21, 49, 87, 1]",[],0,0,0,0,0,0,0,0,18,A,0,2.0,nsgrand,10,0,1,10,0,0,0,1.572147011756897,1.572147011756897,0.0,0,0,-1,5,0.0037626728881150484,0.9994432330131531,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,18,A,2.0,10,strong_symbolic,nsgrand,-3999,-183.13742289319634,0,0,0
19,A,0,2.0,strong_symbolic,6,0,1,6,3999,3999,0,188.84901702404022,188.84901702404022,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[79, 29, 81, 111, 88, 15, 28, 5, 96, 42]",[],0,0,0,0,0,0,0,0,19,A,0,2.0,nsgrand,6,0,1,6,2400,2400,0,93.14460400491953,21.198171889409423,0.0,0,22,1,5,0.09593913704156876,0.8620801568031311,skip_after_ai_fail,postsearch_skip_after_expanded_fail,expanded_overflow,postsearch_skip_after_expanded_fail,[5],"[0, 1, 2, 3]","[28, 15, 79, 111, 82, 66, 8, 63, 12, 105]","[5.8357072703074664e-05, 3.947957338823471e-06, 9.122672054218128e-06, 0.002976751420646906, 0.1348716914653778, 0.8620801568031311]",2400,5,0,0,0,0,0,0,19,A,2.0,6,strong_symbolic,nsgrand,-1599,-95.7044130191207,0,0,0
20,A,0,2.0,strong_symbolic,2,1,0,0,14,14,0,155.84771800786257,155.84771800786257,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[35, 78, 31, 127, 38, 119, 58, 5, 36, 43]",[],0,0,0,0,0,0,0,0,20,A,0,2.0,nsgrand,2,1,0,0,1,1,0,4.451595013961196,0.02714991569519043,0.0,0,18,1,2,0.613558292388916,0.0031324601732194424,ai,ai_success,standard,ai_search,"[2, 3]","[0, 1, 2]","[35, 38, 107, 50, 78, 127, 119, 83, 31, 97]","[1.3318631317815743e-05, 0.0008495827787555754, 0.8014610409736633, 0.1851431131362915, 0.009400482289493084, 0.0031324601732194424]",1200,4,0,0,0,1,0,0,20,A,2.0,2,strong_symbolic,nsgrand,-13,-151.39612299390137,0,0,0
21,A,0,2.0,strong_symbolic,5,0,1,5,3999,3999,0,189.95888903737068,189.95888903737068,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[84, 46, 17, 47, 126, 120, 79, 64, 13, 93]",[],0,0,0,0,0,0,0,0,21,A,0,2.0,nsgrand,5,1,0,0,6,6,0,93.49937015213072,0.08471892215311527,0.0,0,22,1,4,0.22677257657051086,0.31323713064193726,ai,ai_success,expanded_overflow,expanded_ai_search,"[4, 5]","[0, 1, 2, 3]","[37, 84, 79, 126, 67, 13, 18, 120, 64, 119]","[7.365836063399911e-05, 8.69167888595257e-06, 0.0002570135402493179, 0.09072937816381454, 0.5956941843032837, 0.31323713064193726]",2400,5,0,0,0,1,0,0,21,A,2.0,5,strong_symbolic,nsgrand,-3993,-96.45951888523996,-1,1,0
22,A,0,2.0,strong_symbolic,9,0,1,9,3999,3999,0,188.54776001535356,188.54776001535356,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[77, 91, 86, 87, 83, 81, 78, 93, 92, 74]",[],0,0,0,0,0,0,0,0,22,A,0,2.0,nsgrand,9,0,1,9,0,0,0,1.7598860431462526,1.7598860431462526,0.0,0,0,-1,5,0.004449695348739624,0.9982417821884155,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,22,A,2.0,9,strong_symbolic,nsgrand,-3999,-186.7878739722073,0,0,0
23,A,0,2.0,strong_symbolic,5,0,1,5,3999,3999,0,191.3227178156376,191.3227178156376,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[108, 46, 68, 37, 89, 57, 50, 80, 55, 86]",[],0,0,0,0,0,0,0,0,23,A,0,2.0,nsgrand,5,0,1,5,3699,1200,2499,77.22265901975334,10.769414948299527,54.85885590314865,1,18,1,3,0.6173474788665771,0.016048410907387733,fallback_fail,postsearch_exhausted,standard,postsearch_fallback,"[3, 4]","[0, 1, 2]","[57, 68, 86, 26, 108, 2, 89, 80, 56, 100]","[4.413257920532487e-05, 1.5340050595114008e-05, 0.016705414280295372, 0.7772392630577087, 0.1899474710226059, 0.016048410907387733]",1200,4,2500,24,4,0,0,0,23,A,2.0,5,strong_symbolic,nsgrand,-300,-114.10005879588425,0,0,0
24,A,0,2.0,strong_symbolic,3,0,1,3,3999,3999,0,190.64145279116929,190.64145279116929,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[54, 28, 13, 120, 14, 82, 8, 99, 126, 88]",[],0,0,0,0,0,0,0,0,24,A,0,2.0,nsgrand,3,1,0,0,6,6,0,11.291431030258536,0.07499009370803833,0.0,0,18,1,3,0.4859984815120697,0.00875928532332182,ai,ai_success,standard,ai_search,"[3, 4]","[0, 1, 2]","[54, 100, 5, 13, 96, 118, 120, 82, 126, 31]","[1.4475144780590199e-05, 1.6479098121635616e-05, 0.03295492008328438, 0.8200322985649109, 0.13822251558303833, 0.00875928532332182]",1200,4,0,0,0,1,0,0,24,A,2.0,3,strong_symbolic,nsgrand,-3993,-179.35002176091075,-1,1,0
25,A,0,2.0,strong_symbolic,3,1,0,0,465,465,0,163.19500003010035,163.19500003010035,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[56, 7, 63, 117, 84, 48, 55, 105, 54, 24]",[],0,0,0,0,0,0,0,0,25,A,0,2.0,nsgrand,3,1,0,0,1,1,0,11.315860087051988,0.022940104827284813,0.0,0,18,1,4,0.667176365852356,0.09025408327579498,ai,ai_success,standard,ai_search,"[3, 4]","[0, 1, 2]","[63, 55, 61, 105, 60, 111, 24, 48, 117, 84]","[0.00011206109775230289, 5.723195499740541e-06, 0.0006279685185290873, 0.22981871664524078, 0.6791815161705017, 0.09025408327579498]",1200,4,0,0,0,1,0,0,25,A,2.0,3,strong_symbolic,nsgrand,-464,-151.87913994304836,0,0,0
26,A,0,2.0,strong_symbolic,6,0,1,6,3999,3999,0,192.67930695787072,192.67930695787072,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[119, 5, 88, 87, 102, 115, 108, 120, 118, 9]",[],0,0,0,0,0,0,0,0,26,A,0,2.0,nsgrand,6,0,1,6,0,0,0,1.545898150652647,1.545898150652647,0.0,0,0,-1,5,0.040507178753614426,0.9470154643058777,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,26,A,2.0,6,strong_symbolic,nsgrand,-3999,-191.13340880721807,0,0,0
27,A,0,2.0,strong_symbolic,7,0,1,7,3999,3999,0,192.20388098619878,192.20388098619878,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[36, 70, 122, 12, 116, 9, 34, 111, 88, 83]",[],0,0,0,0,0,0,0,0,27,A,0,2.0,nsgrand,7,0,1,7,2400,2400,0,113.69496094994247,21.436430979520082,0.0,0,22,1,5,0.1287648230791092,0.823844313621521,skip_after_ai_fail,postsearch_skip_after_expanded_fail,expanded_overflow,postsearch_skip_after_expanded_fail,"[4, 5]","[0, 1, 2, 3]","[1, 122, 116, 83, 25, 121, 9, 11, 12, 50]","[5.240129758021794e-05, 4.256400188751286e-06, 1.1520063708303496e-05, 0.004017808474600315, 0.17206968367099762, 0.823844313621521]",2400,5,0,0,0,0,0,0,27,A,2.0,7,strong_symbolic,nsgrand,-1599,-78.50892003625631,0,0,0
28,A,0,2.0,strong_symbolic,9,0,1,9,3999,3999,0,189.97425818815827,189.97425818815827,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[63, 44, 13, 23, 83, 115, 98, 112, 107, 0]",[],0,0,0,0,0,0,0,0,28,A,0,2.0,nsgrand,9,0,1,9,0,0,0,1.5181980561465025,1.5181980561465025,0.0,0,0,-1,5,0.009688463062047958,0.9962006211280823,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,28,A,2.0,9,strong_symbolic,nsgrand,-3999,-188.45606013201177,0,0,0
29,A,0,2.0,strong_symbolic,2,1,0,0,223,223,0,157.29884593747556,157.29884593747556,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[65, 11, 124, 34, 104, 100, 54, 18, 14, 76]",[],0,0,0,0,0,0,0,0,29,A,0,2.0,nsgrand,2,1,0,0,1,1,0,2.430740976706147,0.026240013539791107,0.0,0,18,1,2,0.8543027639389038,0.0009047282510437071,ai,ai_success,standard,ai_search,[2],"[0, 1, 2]","[100, 68, 54, 10, 65, 34, 124, 4, 104, 51]","[2.6429961508256383e-05, 0.016617324203252792, 0.9581272602081299, 0.02286744862794876, 0.0014568837359547615, 0.0009047282510437071]",1200,4,0,0,0,1,0,0,29,A,2.0,2,strong_symbolic,nsgrand,-222,-154.86810496076941,0,0,0
